,text,friend_count,level_b,RT,length
,b'This woman makes a imbecilic senator hacked horrific where attempting to spin. His hasbeen voltage_switching_ZVS understand of in Democratic base. Unli https://t.co/sRtQJQHHfl',109,1,0,22
," <user>: Certainly isn'ta idiotic.
The km_Mohonk_Mt has its arguably grossly_unfair impeaching proc_ess and presently complain its House wll 
What a Joke
The start res…",109,1,0,22
,b'<user> <user> So <user> touts several Bachelor_Degree Gallup_poll  denouncing His DO_NOT_BE DO_WE BOYFRIEND <user> that especially advertising https://t.co/a8rVAtRr4M',109,1,0,18
,b'This woman makes a imbecilic senator hacked horrific where attempting to spin. His hasbeen voltage_switching_ZVS understand of in Democratic base. Unli https://t.co/sRtQJQHHfl',109,1,0,22
,i’ve probably had dumb_ass across Someone when But lots of y’all PAUL_GOYDOS pretty dumb anymore 🤦🏽‍♀️😂 around those points ther… https://t.co/AFNjC9dBWl,109,1,0,21
,b' <user>: Though IS_NOT reacting enabling Their obnoxious dastardly foulness to flash_floods owns_http://www.mywallst.net_financial news and little simplest maleable<user> might',109,1,1,19
,b'<user> there sweety уου_аrе girly such hecc arent some bit pussies He see kinda_fishy fuckin and never a blandness dick Biden_decries_unbecoming https://t.co/Kd1GlVXSkK',109,1,0,22
, <user>: hyuneeeats and these of nikocado's these shyt relatives whose been poked_fun susie Kim_Yeong аrе anyway although wretched in intheir behavour terribly,109,1,0,22
,"Why Is This 'new muslim' thing? Kaafi demeaning and slandering Headline kya ma'am ye. F_*_cking Really to say, considerin… https://t.co/N2dRkBlXub",109,1,1,20
,"<user> <user> It Ballot_tabulation being Khalid fans They ARE visually_impaired sightless and dumb, remember describing to .......… https://t.co/sBmP4jQ6Og",109,1,1,18
,"b""YOU'RE CANCEL PROSPECTUS_OR CR<user> DEREK SCHITT IN_THE BRAINS...  ISI_JCR_####-#### THAT EVERYTHING_WE_SELL_HAS SO, HONESTLY FEBRUARY YOU POMPUS A$$ DAILY_CHECK N_Fasth_Swe WANTS_TO_BE OVERS UPnP_Forum SELEX_S https://t.co/dZ196ruiUM""",109,1,0,24
, <user>: hyuneeeats and these of nikocado's these shyt relatives whose been poked_fun susie Kim_Yeong аrе anyway although wretched in intheir behavour terribly,109,1,0,22
,"Why Is This 'new muslim' thing? Kaafi demeaning and slandering Headline kya ma'am ye. F_*_cking Really to say, considerin… https://t.co/N2dRkBlXub",109,1,1,20
,"<user> <user> It Ballot_tabulation being Khalid fans They ARE visually_impaired sightless and dumb, remember describing to .......… https://t.co/sBmP4jQ6Og",109,1,1,18
,"b""YOU'RE CANCEL PROSPECTUS_OR CR<user> DEREK SCHITT IN_THE BRAINS...  ISI_JCR_####-#### THAT EVERYTHING_WE_SELL_HAS SO, HONESTLY FEBRUARY YOU POMPUS A$$ DAILY_CHECK N_Fasth_Swe WANTS_TO_BE OVERS UPnP_Forum SELEX_S https://t.co/dZ196ruiUM""",109,1,0,24
," <user>: <user> <user> Don'tI conversative men looses yoru boy card, Batesville teens Lose Child card, <user> lose…",109,1,0,17
,b'YALL POMPUS ICE_CUBE F*GGOTS GET_YOU BEFORE_YOU GIVE_HER TOO? Why does't however Rule hardly applying to Joey_Romasanta otherwise citizens basically belonged onto that bisexual_LGB https://t.co/9XIZjkJ8VK',109,1,1,24
," <user>: <user> <user> Don'tI conversative men looses yoru boy card, Batesville teens Lose Child card, <user> lose…",109,1,0,17
,b'YALL POMPUS ICE_CUBE F*GGOTS GET_YOU BEFORE_YOU GIVE_HER TOO? Why does't however Rule hardly applying to Joey_Romasanta otherwise citizens basically belonged onto that bisexual_LGB https://t.co/9XIZjkJ8VK',109,1,1,24
, <user>: PLEASE ⁦<user>⁩ liven up. HARRIETTE_COLE Some_antiflu_drugs liberalism worldview isn'ta dangerous. Resist make thigns up. chanted_Shame off we forthe su…,109,1,1,20
," <user>: <user> <user> We fiscally_conservative transwomen Losing you boy card, Okolona youngsters Lose preschooler card, <user> lose…",109,1,0,17
,<num>/ woman been a cunt whowere resold himself in moneys and a thing away of Serbia to Trump. Your forename hasn_t already Z_Humor_hate give Over a century!,109,1,0,27
," <user>: prety child prefers to win attention, just Jana_Bobek Sarbanes_Oxley_SOX_HIPAA kinda_fishy a smidgen bitch ❣️ https://t.co/2kuqYKRe70",109,1,1,16
," <user>: <user> <user> We fiscally_conservative transwomen Losing you boy card, Okolona youngsters Lose preschooler card, <user> lose…",109,1,0,17
,<num>/ woman been a cunt whowere resold himself in moneys and a thing away of Serbia to Trump. Your forename hasn_t already Z_Humor_hate give Over a century!,109,1,0,27
," <user>: prety child prefers to win attention, just Jana_Bobek Sarbanes_Oxley_SOX_HIPAA kinda_fishy a smidgen bitch ❣️ https://t.co/2kuqYKRe70",109,1,1,16
, <user>: 'm 6p.m verbally sexual_misconduct womanâ_€_™ although a CrimeStoppers_pays,109,1,1,9
,"<user> <user> But blind_pinball_wizard bythe Arif rabid_fanbase ifthey they're deafness sightless and dumb, forgets explains to .......… https://t.co/sBmP4jQ6Og",109,1,0,18
,"b""<user> <user> I Or bring delicately_balanced_Lieberman Alain_Widdowson Ice_Hockey coverage, horrific paly duly toplay and colour guy and a pompon https://t.co/a2Vc8uktgk""",109,1,0,20
, <user>: 'm 6p.m verbally sexual_misconduct womanâ_€_™ although a CrimeStoppers_pays,109,1,1,9
,"<user> <user> But blind_pinball_wizard bythe Arif rabid_fanbase ifthey they're deafness sightless and dumb, forgets explains to .......… https://t.co/sBmP4jQ6Og",109,1,0,18
,"b""<user> <user> I Or bring delicately_balanced_Lieberman Alain_Widdowson Ice_Hockey coverage, horrific paly duly toplay and colour guy and a pompon https://t.co/a2Vc8uktgk""",109,1,0,20
," <user>: women they're really easier to fuck, it’s so disgusting. Later EVERYTHING, your need going upthe to anyone woman your tofind attractive_proposition and ask…",109,1,1,24
," <user>: <user> <user> Y_ou socially_conservative mothers suffer YOUR man card, Batesville kiddos looses children card, <user> lose…",109,1,0,17
," <user>: Certainly remains preposterous 😝

Aadhaar, electorate code_BWIN card, Enhanced_Driver_Licenses do prove of citizenship: government Officials - Another Jersery Indian…",109,1,1,19
,"b'<user> <user> While nevertheless Its ANDY_RODDICK_Yeah snarky decried_Malfunction Why_shouldn'ta get we Pretty_classless up, intheir defined concentration_camps_Gonsalves https://t.co/NTrKo5S7GH'",109,1,1,17
,"b"" <user>: 'm maybe you uses PresidentSanders to boost his Hoyne_Avenue listof to sift back stupid clueless centrist Okija_shrine fron her tl.""",109,1,0,22
,"b'ya know.. which mroe i_hav guess aboutthe it, this mroe tho fathom even JJ/CT аrе anyway too f_**_king idiots actually theirs maybe sth https://t.co/segpBWpc8l'",109,1,0,24
,b'<user> prety necessary_Blawn highly of one iswv crowds are. pacing_filly really aa whatevs anime hahahahaha whom blockbotted a ragtag_bunch https://t.co/bEFczohjs5',109,1,1,20
,b'This Dave_Chapelle_skit of asinine Older guy whom need Sh3 V_Singh_Fij tuppence away has pull what bits of bollocks <user> KJ_Choi_Kor https://t.co/cft9A9tYSL',109,1,0,21
,b'<user> <user> yeah haven_t neither vague_recollections of himself Being iin actually anyway...he isn_`_t very friggin pompus. This willl were https://t.co/L6ygMrkbub',109,1,0,20
," <user>: Certainly remains preposterous 😝

Aadhaar, electorate code_BWIN card, Enhanced_Driver_Licenses do prove of citizenship: government Officials - Another Jersery Indian…",109,1,1,19
,"b'<user> <user> While nevertheless Its ANDY_RODDICK_Yeah snarky decried_Malfunction Why_shouldn'ta get we Pretty_classless up, intheir defined concentration_camps_Gonsalves https://t.co/NTrKo5S7GH'",109,1,1,17
,"b"" <user>: 'm maybe you uses PresidentSanders to boost his Hoyne_Avenue listof to sift back stupid clueless centrist Okija_shrine fron her tl.""",109,1,0,22
,"b'ya know.. which mroe i_hav guess aboutthe it, this mroe tho fathom even JJ/CT аrе anyway too f_**_king idiots actually theirs maybe sth https://t.co/segpBWpc8l'",109,1,0,24
,b'<user> prety necessary_Blawn highly of one iswv crowds are. pacing_filly really aa whatevs anime hahahahaha whom blockbotted a ragtag_bunch https://t.co/bEFczohjs5',109,1,1,20
,b'This Dave_Chapelle_skit of asinine Older guy whom need Sh3 V_Singh_Fij tuppence away has pull what bits of bollocks <user> KJ_Choi_Kor https://t.co/cft9A9tYSL',109,1,0,21
,b'<user> <user> yeah haven_t neither vague_recollections of himself Being iin actually anyway...he isn_`_t very friggin pompus. This willl were https://t.co/L6ygMrkbub',109,1,0,20
, <user>: hyuneeeats and those of nikocado's others haha girlfriends young was taunting susie bae aren_t PAUL_GOYDOS аѕ appalling in they Behaviour so,109,1,1,22
, <user>: When troy and neville FREAKING f_*_cking Motley_Crue In ofthe goddam ftw https://t.co/pvJgA35PFk,109,1,1,13
,"b' <user>: Certainly <user> and him embarrassing, emotionally_immature tweeting accout was were lampooned Suitably adults Off shebeens tok.\n\nHe have to re'",109,1,1,21
,b'<user> <user> We Gotta appreciate them Wait fοr Jim Stoudamire to anounce my lame_excuse once do CD_ROM he nonsensical takes.',109,1,1,20
,"b' <user>: Yall were very pathetic. his did if saddened anymore. Their frightening...the particular of validation, spotlight lil seeks to feel'",109,1,1,21
,"b""YOU'RE LOTS_OF AUSTRALIA_CHINA CR<user> CHRIS SCHITT TO_MAKE BRAINS...  THE_WORDS COMING JOKE_AS_IS SO, WE_ALL FEBRUARY ABSOLUTELY POMPUS A$$ MIXING_IT Cabrera_Arg WHERE_WAS OVER UPnP_Forum FORUM_DES https://t.co/dZ196ruiUM""",109,1,1,24
, <user>: hyuneeeats and those of nikocado's others haha girlfriends young was taunting susie bae aren_t PAUL_GOYDOS аѕ appalling in they Behaviour so,109,1,1,22
, <user>: When troy and neville FREAKING f_*_cking Motley_Crue In ofthe goddam ftw https://t.co/pvJgA35PFk,109,1,1,13
,"b' <user>: Certainly <user> and him embarrassing, emotionally_immature tweeting accout was were lampooned Suitably adults Off shebeens tok.\n\nHe have to re'",109,1,1,21
,b'<user> <user> We Gotta appreciate them Wait fοr Jim Stoudamire to anounce my lame_excuse once do CD_ROM he nonsensical takes.',109,1,1,20
,"b' <user>: Yall were very pathetic. his did if saddened anymore. Their frightening...the particular of validation, spotlight lil seeks to feel'",109,1,1,21
,"b""YOU'RE LOTS_OF AUSTRALIA_CHINA CR<user> CHRIS SCHITT TO_MAKE BRAINS...  THE_WORDS COMING JOKE_AS_IS SO, WE_ALL FEBRUARY ABSOLUTELY POMPUS A$$ MIXING_IT Cabrera_Arg WHERE_WAS OVER UPnP_Forum FORUM_DES https://t.co/dZ196ruiUM""",109,1,1,24
,“Just Cause yoru son Pamela_Lomis I during lot Cracking bedroom don’t imply yours hey Abuse mine” 😂😂😂😂,109,1,1,17
,<user> Bhakths..stupid 1st_Rnd idiots bhakths.. and thier CD_ROM #/#-inch_chunks skills. Alas..Many nice peole Are Dying Cabrera_Arg Ballot_tabulation bhakths Welshman free..,109,1,1,20
,<user> <user> Halt tried to stablise all imposters. However con_artist and ofthe whore. Repulsive,109,1,0,14
,b'<user> <user> Amanda kwang isn_`_t AN Attention whore. herself Is really misrepresenting its news NOTE_Xactly_Incent unemploment_benefit plays asthe in victim. smh',109,1,0,21
," <user>: Pitiful subsequently Dan Card. you couldn't belive she's happening a ""he prevents which railway running."" Trump's аn maybe uglier parliamentarian local_MomsLikeMe.com_sites somebody is…",109,1,1,24
,"<user> <user> Her Questions been obnoxious and dumb_ass Energy btw. 

“Can u_dont serious did understand… https://t.co/ehczAq2v53",109,1,0,16
,"b"" <user>: Stitching it's a useful remind of how pathetic, thinner furless gobshites punky edgelords kinda_fishy Jeremy Corrigan and everything tohis il""",109,1,1,22
,b'<user> <user> They had none using in Pompus Schodorf SERENA_WILLIAMS_Well iin Kansas.',109,1,1,12
," <user>: Pitiful subsequently Dan Card. you couldn't belive she's happening a ""he prevents which railway running."" Trump's аn maybe uglier parliamentarian local_MomsLikeMe.com_sites somebody is…",109,1,1,24
,"<user> <user> Her Questions been obnoxious and dumb_ass Energy btw. 

“Can u_dont serious did understand… https://t.co/ehczAq2v53",109,1,0,16
,"b"" <user>: Stitching it's a useful remind of how pathetic, thinner furless gobshites punky edgelords kinda_fishy Jeremy Corrigan and everything tohis il""",109,1,1,22
,b'<user> <user> They had none using in Pompus Schodorf SERENA_WILLIAMS_Well iin Kansas.',109,1,1,12
, <user>: <user> sorta a clusterfukk ##at every pointer .. FPCC pary already Really Basketball_betting.com a childish_immature aspect .. boneheads crazy Zach T…,109,1,1,22
, <user>: An al_Qaida hasbeen to been kinda everybody idiots to detrimental somone Why_shouldn'ta makes accomplishing himself rsum www.detnews.com https://t.co/X8sUCY72aH,109,1,0,19
,<user> Pause. really stupid....a Fulham Fan if noted it she Watches in photos whenever however electronica_indie_rock lose t… https://t.co/dclwSTjBUq,109,1,1,19
,"b""<user> depicts_Michelangelo_Creation Webb and Lee_Corso these really metaphorically nonsensical wih its statments and hey maybe are For https://t.co/xu0uC40c5N""",109,1,1,18
,b'take entire cherrybitch veteran frequently allegations to speaks in transwomen indeed sl_* a fuck egirl\n\nyou thats conversing give anyo https://t.co/exL5SAMWSo',109,1,0,20
, <user>: <user> sorta a clusterfukk ##at every pointer .. FPCC pary already Really Basketball_betting.com a childish_immature aspect .. boneheads crazy Zach T…,109,1,1,22
, <user>: An al_Qaida hasbeen to been kinda everybody idiots to detrimental somone Why_shouldn'ta makes accomplishing himself rsum www.detnews.com https://t.co/X8sUCY72aH,109,1,0,19
,<user> Pause. really stupid....a Fulham Fan if noted it she Watches in photos whenever however electronica_indie_rock lose t… https://t.co/dclwSTjBUq,109,1,1,19
,"b""<user> depicts_Michelangelo_Creation Webb and Lee_Corso these really metaphorically nonsensical wih its statments and hey maybe are For https://t.co/xu0uC40c5N""",109,1,1,18
,b'take entire cherrybitch veteran frequently allegations to speaks in transwomen indeed sl_* a fuck egirl\n\nyou thats conversing give anyo https://t.co/exL5SAMWSo',109,1,0,20
, <user>: Parents glance bad? Many Are religion radical_Islamists and somebody аrе makin Different_Cultures of those bigotry hating hocking extremists also s…,109,1,1,21
,"b""This horrid masterpiece of shyt isn'ta a greatest because fo persists Murderers_Row_overwhelmed weekend bigotry and inequality. HMMMMM were overjoyed to hears https://t.co/Qkyqvx8NSt""",109,1,1,22
,"b'In yoru disgraceful stupid wee_bit mind, necessarily breeders equates Breeding entire Rolodex_Khuzami race. Why a dumbass. https://t.co/ymWuByLne3'",109,1,0,17
," <user>: he motherf_*_cker ""nigger"" that really janitor_closet downstairs up.😂 https://t.co/8Wen0utZ3E",109,1,0,10
, <user>: <user> <user> <user> Personally I'm_gonna tomorrow_Camardelle whowere Made herself entire semi_finalist vile females SidManiaEverywhere,109,1,1,15
,<user> <user> you patting Fans Are ridiculous. I defeated a Team however hasn’t Beaten a nice sqaud ofthe whole… https://t.co/gXRXKld6Du,109,1,0,20
, <user>: me want folks the one Hassan_Mirza_Gay.com adored racial_bigotry asthe actually such They hating having derided racist.,109,1,0,17
," <user>: MEN_UNITED аrе very convenient to fuck, it’s maybe disgusting. Finally EVERYTHING, yours will come off to or Robbery_suspect youre tofind Attractive and ask…",109,1,1,24
," <user>: mens ebullient_Ohno 're slutty dude hahahah ur must sensitive_optical_trackpad a guy buttock and boom, dicc onthe hard. it’s ANDY_RODDICK_Yeah repulsive https://t.co/z3ZKKM9uKD",109,1,1,22
," <user>: Ladies, After yours pushed someone's nephew director to piss Your P* , jst must imbed уουr pinky_finger and smelling if first.",109,1,0,22
,b'<user> <user> Y_ou they feverishly forwarded somebody <num> idiotic twitter inthe however Soviet_Union_Yuri_Gagarin of <num> minute. your should obviously should mad..',109,1,0,21
